ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime
349116,9,49,27,D,M,South East,S & S East,Gold,6053.35,6
3501341,NA,51,3,A,F,South East,London,Tin,0.01,8
5406186,14,63,41,E,M,South East,London,Tin,0.01,4
6546960,5,40,48,F,NA,Midlands,Midlands,Tin,0.01,5
8878022,11,42,45,E,F,Midlands,East,Tin,0.01,8
9032745,8,NA,26,C,F,South East,London,Silver,600,5
7174464,22,43,NA,NA,F,Midlands,Wales & West,Tin,0.01,9
8128188,6,46,45,E,M,Midlands,Wales & West,Silver,620,2
7096091,8,35,NA,NA,F,Midlands,East,Silver,420,4
8077384,8,38,34,D,F,South East,S & S East,Tin,0.01,5
6277380,8,63,33,D,F,South East,S & S East,Tin,0.01,9
8302509,3,34,51,F,M,Midlands,Wales & West,Silver,2000,5
6477761,10,52,19,C,M,North,N East,Gold,6105.32,13
3873892,5,51,6,B,M,South East,S & S East,Silver,3900,9
4094265,NA,47,38,E,F,Midlands,East,Tin,0.01,7
1379443,3,65,20,C,M,South East,S & S East,Silver,510,20
3085416,5,60,35,D,M,Scottish,C Scotland,Silver,5000,5
4613970,4,75,16,C,M,North,Yorkshire,Tin,0.01,7
4302760,6,NA,13,B,M,South East,S & S East,Gold,6053.35,6
3143450,8,47,51,F,M,South East,London,Gold,10000,4
6126610,10,55,35,D,M,North,N East,Tin,0.01,8
9431200,8,59,41,E,F,South East,London,Silver,500,8
813705,5,60,52,F,F,North,N West,Silver,1000,4
5276986,10,46,25,C,M,Midlands,East,Silver,600,2
8240720,9,NA,20,C,M,Scottish,C Scotland,Gold,6000,5
7268170,8,71,52,F,U,Midlands,Midlands,Gold,6000,2
6204294,8,71,37,E,F,North,N West,Gold,6000,1
81661,8,50,NA,NA,F,Midlands,Wales & West,Tin,0.01,9
2726155,5,71,28,D,F,South East,London,Silver,2400,8
3092904,6,44,17,C,F,North,N West,Silver,2500,3
7293290,11,58,12,B,M,North,N West,Silver,1680,12
6153340,6,35,35,D,F,Midlands,Midlands,Tin,0.01,5
1781562,12,48,41,E,M,North,Yorkshire,Gold,6000,2
7246693,11,56,10,B,F,Midlands,Wales & West,Silver,4000,5
7942273,NA,47,19,C,M,Midlands,Wales & West,Silver,3480,1
4959443,14,58,4,A,F,South East,London,Silver,4000,6
237070,11,NA,49,F,M,South East,S & S East,Gold,6000,3
7906055,5,59,52,F,NA,South East,London,Silver,1000,1
2970666,11,57,8,B,NA,Midlands,East,Gold,6000,2
3571236,12,52,7,B,F,South East,London,Gold,6105.32,7
3106100,6,57,27,D,M,North,Yorkshire,Silver,1200,8
8401181,7,49,27,D,M,North,N West,Silver,1000,5
3548824,10,NA,14,B,M,South East,S & S East,Gold,18000,3
3222278,11,49,27,D,M,Midlands,Midlands,Silver,2500.01,8
9931336,5,52,31,D,F,South East,London,Silver,3000,3
5470098,15,35,53,F,F,Midlands,Midlands,Gold,6000,3
1044560,10,62,3,A,NA,North,N West,Platinum,34105.33,15
6725978,7,50,28,D,U,Midlands,Midlands,Tin,0.01,4
6994314,7,59,8,B,M,Midlands,Wales & West,Silver,1550,5
3884010,4,61,30,D,F,South West,S West,Gold,18330.49,10
9989001,5,48,45,E,M,North,N West,Tin,0.01,5
4747216,7,68,14,B,F,South East,London,Gold,6000,17
1626313,3,48,44,E,M,South East,London,Tin,0.01,4
4108030,9,56,33,D,F,NA,NA,Gold,12000,1
2341887,7,65,52,F,F,North,N West,Gold,6000,23
4323612,15,36,53,F,F,Midlands,Wales & West,Tin,0.01,4
7094943,5,39,28,D,F,Midlands,Midlands,Tin,0.01,5
8636036,11,46,29,D,NA,South East,London,Silver,100.01,8
2209269,5,47,24,C,F,South East,S & S East,Gold,6316.06,5
3356374,12,58,12,B,F,South East,London,Silver,600,15
5508664,11,57,50,F,F,South East,London,Silver,1046.17,2
9407916,2,64,25,C,M,South East,London,Gold,10600,4
8683456,5,62,35,D,F,Scottish,C Scotland,Silver,1000,4
8168703,10,44,33,D,M,Midlands,Midlands,Gold,18000,1
6987204,9,NA,18,C,NA,North,N West,Silver,1000,10
9773738,5,32,34,D,F,Midlands,East,Tin,0.01,8
46253,6,45,19,C,NA,South East,S & S East,Silver,1200,5
1503628,2,NA,24,C,M,South West,S West,Silver,4500,9
6604723,9,70,17,C,F,NA,NA,Gold,11053.35,6
2761333,12,NA,41,E,U,North,Yorkshire,Tin,0.01,8
1542621,6,64,2,A,F,South East,S & S East,Gold,12000,8
9268998,10,38,38,E,M,Midlands,Wales & West,Tin,0.01,6
5650269,15,59,34,D,F,Midlands,Wales & West,Silver,1800,9
9250793,7,33,25,C,F,South East,London,Tin,0.01,8
4915265,13,74,27,D,NA,Scottish,C Scotland,Silver,5000,13
6636117,10,54,32,D,M,Midlands,Wales & West,Gold,7000,2
9819799,6,79,34,D,F,Midlands,Midlands,Silver,3000,9
3512287,7,56,24,C,U,Midlands,East,Silver,3000,5
4459915,8,NA,23,C,M,Midlands,Midlands,Tin,0.01,5
1945211,13,73,NA,NA,M,Midlands,Ulster,Gold,7500,4
6723549,9,77,25,C,M,Scottish,C Scotland,Gold,6000,13
6786703,5,30,10,B,NA,Scottish,C Scotland,Tin,0.01,7
6446084,6,77,2,A,U,North,N West,Silver,5000,4
204634,13,39,27,D,F,South East,London,Tin,0.01,8
2315361,13,40,5,B,M,South East,S & S East,Tin,0.01,9
1639155,6,71,31,D,M,South East,London,Gold,18053.35,8
7813449,NA,74,37,E,M,Midlands,East,Gold,5500,0
2830580,5,66,19,C,F,Midlands,Midlands,Gold,7522.49,3
7059784,11,70,35,D,U,North,N West,Gold,6000,2
9215313,7,59,5,B,NA,Midlands,Midlands,Silver,3200,5
4720085,15,36,NA,NA,F,South East,London,Tin,0.01,8
6954675,7,58,19,C,F,North,Yorkshire,Silver,3920,9
2406197,11,68,10,B,F,Scottish,C Scotland,Silver,2500,8
720655,9,35,49,F,M,South West,S West,Tin,0.01,9
2589458,12,35,52,F,F,Midlands,Midlands,Tin,0.01,5
2389852,9,68,43,E,NA,South West,S West,Gold,6000,5
9196693,3,32,52,F,F,South East,London,Silver,2000,1
125107,6,60,28,D,F,North,N West,Tin,0.01,5
7137186,7,44,25,C,NA,Midlands,Wales & West,Tin,0.01,5
7571138,11,49,27,D,F,South East,London,Gold,5044.45,6
1035614,24,56,28,D,F,Scottish,C Scotland,Gold,6000,2
3112846,10,36,9,B,F,South East,London,Silver,600,5
5240680,10,43,37,E,F,Midlands,East,Tin,0.01,7
1213519,4,60,32,D,U,Midlands,Midlands,Gold,6000,14
3665241,7,47,12,B,F,North,N West,Tin,0.01,9
550752,10,76,13,B,M,Midlands,East,Silver,2000,18
7363740,10,46,30,D,F,South West,S West,Silver,600,12
3161403,NA,51,44,E,F,South East,London,Tin,0.01,11
9344279,5,66,16,C,M,Midlands,Wales & West,Gold,6500,16
372638,6,73,52,F,F,Scottish,C Scotland,Silver,1000,5
9114188,9,70,14,B,F,South East,London,Silver,3500,20
5462859,6,63,14,B,F,Midlands,Midlands,Silver,1238.91,7
5595709,8,50,10,B,F,North,N East,Silver,100,1
6824964,9,44,19,C,F,Scottish,Border,Silver,35,2
4386314,6,NA,12,B,F,South East,London,Platinum,40000,NA
2129407,8,46,54,F,F,North,N East,Gold,9100,9
616699,4,55,8,B,U,North,N East,Gold,12000,4
8591992,10,57,43,E,M,Scottish,N Scot,Silver,2000,1
9076988,6,66,6,B,M,Midlands,Midlands,Tin,0.01,6
9760645,6,56,40,E,NA,South East,London,Tin,0.01,8
8974309,11,56,37,E,F,South East,London,Tin,0.01,8
76794,7,67,27,D,M,Midlands,Midlands,Gold,12053.35,15
6607978,8,60,28,D,F,South East,London,Gold,6000,5
5109417,4,59,30,D,U,Midlands,Midlands,Gold,6000,3
9700509,9,72,38,E,F,South East,S & S East,Tin,0.01,7
1098285,10,68,24,C,F,South East,S & S East,Silver,5000,4
5940909,9,62,19,C,U,South East,S & S East,Silver,1149.47,19
9911106,7,70,32,D,NA,North,Yorkshire,Silver,5000,3
1300972,9,48,52,F,M,North,Yorkshire,Silver,3000.01,8
8248101,2,63,22,C,U,South East,London,Gold,12500,1
7638996,8,NA,8,B,M,South East,London,Silver,5000,11
3673092,15,60,22,C,M,North,Yorkshire,Platinum,20937.6,8
1282226,11,42,42,E,F,Midlands,Wales & West,Silver,1000,1
6480980,14,69,10,B,F,Scottish,C Scotland,Gold,10001.74,4
1216826,10,46,14,B,F,Midlands,Midlands,Gold,5526.35,5
4377291,4,47,38,E,F,South East,London,Tin,0.01,8
3511719,8,NA,4,A,F,North,N West,Gold,6000,5
9778850,4,50,27,D,F,South East,London,Gold,6250,3
7002357,6,50,34,D,F,Midlands,Midlands,Silver,800,9
7089447,6,48,52,F,F,South East,S & S East,Silver,2000,5
1905493,24,54,16,C,F,North,N West,Silver,1000,5
9924804,9,NA,34,D,U,Midlands,East,Silver,1050,2
5217428,5,52,52,F,F,South East,London,Silver,300,9
7996409,3,71,37,E,F,Midlands,Midlands,Gold,17634.66,3
9251226,7,56,22,C,M,North,N West,Tin,0.01,4
3624132,10,NA,17,C,F,NA,NA,Tin,0.01,5
4315306,4,59,28,D,F,North,N West,Gold,5045.68,9
8278636,6,63,4,A,F,Midlands,Wales & West,Tin,0.01,7
9553363,8,36,23,C,F,South East,S & S East,Tin,0.01,8
9787470,7,38,52,F,F,South East,London,Tin,0.01,8
4380680,7,59,12,B,F,South East,London,Silver,100,1
8027292,12,63,52,F,F,North,N East,Tin,0.01,8
1393055,7,74,19,C,M,South East,S & S East,Gold,6000,2
6219500,11,66,53,F,F,South East,London,Silver,1000,8
2347860,15,49,44,E,F,North,Yorkshire,Tin,0.01,5
8620412,10,47,41,E,M,Midlands,Wales & West,Silver,2000,2
6036654,6,38,15,B,M,South East,S & S East,Tin,0.01,8
2839821,3,45,53,F,U,North,Yorkshire,Silver,2000,5
250199,6,76,NA,NA,F,Midlands,Midlands,Silver,500,20
3577160,11,65,25,C,F,South East,London,Gold,12433.27,4
6272963,10,52,52,F,M,Midlands,Midlands,Silver,2000,1
9951702,13,36,10,B,F,South East,London,Silver,2000,7
4153032,NA,NA,5,B,F,North,N East,Gold,6000,1
4443078,13,65,50,F,F,South West,S West,Silver,4000,2
714143,NA,44,18,C,M,Midlands,East,Silver,100,10
3817557,10,37,51,F,F,South East,London,Tin,0.01,5
5379541,7,56,12,B,F,North,N West,Silver,500,12
8121423,6,61,49,F,NA,South West,S West,Gold,16349.66,8
8340325,16,44,25,C,F,Scottish,N Scot,Silver,211,3
6096000,8,34,47,F,NA,Midlands,Midlands,Tin,0.01,7
6798923,6,NA,8,B,F,Midlands,East,Gold,19025,6
5120791,12,66,18,C,M,South East,London,Silver,1000,12
2257933,8,66,18,C,F,South East,London,Silver,1500,12
9602904,10,62,7,B,M,South East,London,Tin,0.01,8
6567947,NA,58,13,B,F,South East,S & S East,Tin,0.01,4
4456048,5,54,19,C,M,South East,S & S East,Platinum,40000,1
2314067,6,53,52,F,M,Midlands,Midlands,Tin,0.01,5
8913452,NA,61,27,D,M,South East,S & S East,Gold,11105.32,8
5977339,6,74,37,E,F,South East,London,Tin,0.01,6
2876639,9,36,14,B,F,South East,S & S East,Platinum,23000,11
4314684,6,60,12,B,U,Scottish,C Scotland,Gold,6000,19
3142465,15,40,35,D,F,North,Yorkshire,Silver,3000,6
6712397,9,50,32,D,NA,South East,S & S East,Tin,0.01,9
8547917,10,NA,16,C,F,South East,London,Silver,840.01,4
8504715,5,55,52,F,M,South East,London,Gold,6000,1
1878773,9,63,8,B,F,South East,S & S East,Silver,3000,5
2691090,10,61,33,D,F,South East,London,Gold,17026.67,7
2878129,15,32,52,F,F,North,Yorkshire,Silver,1000.43,4
1184746,3,71,17,C,M,South East,London,Silver,3000,5
4340533,8,55,NA,NA,F,Midlands,Wales & West,Gold,6600,8
476071,5,NA,52,F,U,South East,London,Gold,6053.34,4
7559000,6,50,28,D,F,Midlands,Midlands,Tin,0.01,8
9698117,10,50,50,F,F,North,N West,Tin,0.01,9
6632941,5,50,32,D,F,North,Yorkshire,Silver,2100.01,8
4913294,5,65,28,D,NA,South East,London,Gold,10000,4
4243406,9,77,8,B,U,Midlands,Wales & West,Gold,6000,4
6550074,10,NA,23,C,F,Midlands,Midlands,Silver,5000,2
3296646,13,NA,3,A,F,Midlands,Midlands,Silver,3000,8
3640592,7,54,33,D,M,Midlands,Midlands,Tin,0.01,9
376047,7,70,27,D,F,South East,London,Gold,6000,14
8298335,10,52,33,D,F,Midlands,Wales & West,Gold,12106.7,7
3325300,7,75,52,F,F,Midlands,Wales & West,Gold,6107.64,5
7389783,5,51,52,F,F,South East,London,Tin,0.01,6
1676144,17,67,NA,NA,F,Midlands,East,Gold,8300,12
8810148,5,45,44,E,M,Midlands,Midlands,Tin,0.01,7
209284,6,NA,35,D,M,Midlands,Wales & West,Silver,1000,9
9109157,10,76,14,B,U,South East,London,Silver,1000,1
4821071,10,40,44,E,NA,South East,London,Tin,0.01,8
7200530,7,50,14,B,F,Midlands,Midlands,Gold,11000,6
4846280,8,75,4,A,F,Midlands,Midlands,Gold,6000,6
820312,14,63,35,D,F,South West,S West,Silver,100,10
9480722,6,51,52,F,M,Midlands,East,Tin,0.01,5
7407327,8,30,49,F,F,Midlands,East,Tin,0.01,5
4584459,9,NA,35,D,F,North,Yorkshire,Silver,2000,12
3395370,11,NA,51,F,M,Midlands,Midlands,Silver,2000,4
4895520,5,67,32,D,M,North,N West,Gold,6000,12
517365,8,NA,9,B,F,South East,London,Tin,0.01,5
1558838,6,66,42,E,M,South East,London,Tin,0.01,5
3364549,6,43,35,D,M,North,Yorkshire,Tin,0.01,5
6369270,11,60,4,A,F,North,N East,Tin,0.01,8
4717382,5,40,32,D,M,North,Yorkshire,Gold,6000,1
2364556,12,42,1,A,F,South East,London,Tin,0.01,8
9546193,9,35,1,A,F,North,N East,Gold,6000,12
4753819,7,46,3,A,M,South East,London,Silver,5000,1
1498050,6,58,21,C,F,South East,London,Silver,3000,19
7439433,11,55,25,C,F,South East,London,Silver,4000,7
6916144,7,50,14,B,F,South East,London,Gold,10000,2
4220387,12,71,32,D,F,Midlands,Midlands,Silver,3000,18
3234344,8,39,1,A,F,South East,London,Tin,0.01,5
6401421,8,50,47,F,M,Scottish,C Scotland,Tin,0.01,7
2944322,11,67,6,B,NA,South East,S & S East,Tin,0.01,10
2514898,6,NA,52,F,F,South East,London,Gold,6000,2
9199366,8,64,10,B,F,South West,S West,Gold,6053.35,NA
5727227,17,50,38,E,F,Midlands,East,Tin,0.01,8
7480354,10,39,53,F,F,North,N West,Tin,0.01,4
8859689,8,70,19,C,U,Midlands,Wales & West,Silver,840,5
6478314,4,49,34,D,F,Midlands,East,Tin,0.01,9
9993148,12,71,1,A,M,South East,London,Gold,17094.9,8
7288811,8,68,35,D,M,South East,S & S East,Gold,8594.76,6
7540322,7,28,15,B,U,Scottish,Border,Gold,8000,1
5353465,NA,75,41,E,F,South East,London,Gold,10000,16
2993420,10,73,4,A,U,South East,London,Gold,18035.46,9
5906446,19,NA,20,C,F,South East,London,Gold,10000,2
6870664,5,41,41,E,F,Midlands,Midlands,Tin,0.01,NA
7169189,2,44,17,C,F,North,N West,Silver,4600,9
3129540,8,38,35,D,F,South East,S & S East,Tin,0.01,NA
5924946,10,55,12,B,M,North,Yorkshire,Silver,2100,9
6536538,8,76,39,E,F,Scottish,N Scot,Gold,12053.34,6
5302085,13,48,14,B,NA,South East,London,Tin,0.01,4
2889532,7,60,9,B,F,South East,London,Tin,0.01,4
7376365,18,50,14,B,NA,Scottish,C Scotland,Silver,1000,4
2233989,8,49,49,F,NA,Midlands,Midlands,Tin,0.01,8
8232926,6,62,35,D,U,Midlands,Wales & West,Gold,6000,5
1098131,8,79,15,B,F,North,N West,Gold,15000,12
262706,9,46,12,B,F,North,N West,Tin,0.01,10
6487922,11,38,32,D,M,North,N West,Silver,0.02,4
7373080,13,41,27,D,F,South East,London,Tin,0.01,5
9213844,6,61,4,A,F,Midlands,Wales & West,Gold,6000,12
338934,8,53,21,C,F,South East,London,Platinum,45000,7
8430678,9,54,28,D,NA,South East,S & S East,Silver,0.02,7
376125,9,39,10,B,U,South East,London,Tin,0.01,11
6415837,11,76,23,C,F,South West,S West,Silver,1500,32
2797344,10,46,25,C,NA,South East,London,Tin,0.01,8
2134990,6,62,12,B,M,South East,London,Silver,1000,5
4144586,NA,56,23,C,NA,Scottish,C Scotland,Gold,11000,5
4855389,5,44,38,E,F,North,Yorkshire,Silver,480,5
4580791,7,59,19,C,F,Midlands,Wales & West,Gold,6000,2
571278,13,74,23,C,F,South East,S & S East,Silver,600,1
6809838,5,60,8,B,M,Midlands,East,Gold,6178.5,9
8403834,14,68,48,F,F,South East,S & S East,Silver,4884.25,8
8842787,6,56,10,B,F,South East,S & S East,Gold,11000,4
5555499,5,73,5,B,U,South East,London,Gold,13000,13
9161252,7,66,30,D,M,South East,S & S East,Silver,4500,5
6094027,11,47,27,D,F,South East,London,Gold,6000,5
1488341,11,61,16,C,F,North,Yorkshire,Silver,3000,8
7437900,6,49,39,E,M,Scottish,N Scot,Silver,2000,4
662490,5,59,53,F,M,Midlands,Midlands,Silver,3000,8
3106362,3,55,17,C,F,Scottish,C Scotland,Silver,3290.4,7
1741684,4,72,16,C,F,North,N West,Silver,300,9
4481790,5,53,17,C,F,North,N West,Tin,0.01,4
2136184,10,79,15,B,M,Midlands,Midlands,Gold,6000,NA
2985369,5,36,32,D,U,North,Yorkshire,Tin,0.01,10
1675937,10,63,12,B,NA,South West,S West,Silver,100,11
4391499,13,61,3,A,F,South East,London,Gold,9600,5
690259,16,NA,35,D,U,North,N West,Silver,1000,10
5175232,15,43,23,C,F,Midlands,East,Tin,0.01,8
6220971,10,44,3,A,F,South East,London,Gold,6053.35,NA
1527107,12,34,8,B,F,South East,London,Tin,0.01,4
5841465,6,42,16,C,M,South East,London,Silver,500,9
8884306,10,42,31,D,M,Scottish,C Scotland,Silver,600,4
2897522,10,79,35,D,F,South East,S & S East,Platinum,41000,12
2427662,6,40,1,A,F,South East,London,Silver,3000,1
7068586,10,55,47,F,F,North,N West,Silver,100,1
5574905,10,65,30,D,F,South East,S & S East,Gold,6000,2
3506715,7,NA,19,C,NA,South East,London,Silver,100,1
1823223,6,30,28,D,NA,Midlands,Midlands,Silver,600,1
9435830,9,NA,10,B,U,Scottish,N Scot,Gold,16500,8
8953898,5,67,5,B,M,South East,S & S East,Silver,950,10
4175179,6,60,25,C,M,Midlands,Wales & West,Silver,50,9
5121146,7,53,50,F,F,South East,London,Silver,1900,5
5931645,10,50,3,A,F,Midlands,Midlands,Gold,9053.34,4
3614876,5,66,24,C,M,Midlands,Midlands,Gold,6000,2
668104,9,77,8,B,F,South East,London,Silver,1500,3
7351662,6,52,17,C,F,North,N West,Silver,1000,1
4070710,9,49,27,D,M,South East,London,Tin,0.01,11
4567245,9,57,3,A,F,South East,London,Gold,6000,3
1264780,5,58,23,C,F,South East,S & S East,Silver,4000,5
5772434,8,65,22,C,F,Midlands,Midlands,Silver,3000,NA
3337938,8,66,8,B,F,North,Yorkshire,Tin,0.01,26
4842771,14,47,27,D,F,South East,London,Silver,5000,1
5781406,10,69,37,E,NA,South West,S West,Silver,500,9
749739,6,71,35,D,F,North,N East,Gold,8000,2
7376902,6,69,44,E,F,Midlands,Midlands,Silver,500,8
4588441,8,61,10,B,M,North,N East,Gold,8107.64,5
9713449,7,75,32,D,F,Midlands,Wales & West,Silver,3000,16
342087,12,59,31,D,M,South East,London,Silver,800,16
4081429,11,51,52,F,F,South East,London,Silver,600,9
3510857,6,55,25,C,F,Midlands,Wales & West,Gold,6000,2
2513014,9,71,5,B,F,Midlands,Midlands,Gold,6000,1
3469034,5,44,14,B,U,South East,London,Silver,1000,6
8537819,2,37,37,E,F,South East,London,Tin,0.01,1
2230743,9,40,47,F,F,North,Yorkshire,Tin,0.01,4
173669,9,58,17,C,F,Midlands,East,Gold,9000,6
4625841,5,53,NA,NA,F,South East,S & S East,Silver,50,10
5095234,6,75,19,C,NA,South East,S & S East,Gold,6053.35,6
4771544,7,77,50,F,NA,Midlands,East,Gold,12000,2
7161746,7,58,52,F,F,North,N West,Tin,0.01,5
9097783,7,55,34,D,M,Midlands,East,Tin,0.01,8
5331240,13,48,19,C,M,Midlands,East,Tin,0.01,4
2754215,13,57,1,A,NA,South East,London,Gold,9047.64,5
6301818,6,63,23,C,M,Scottish,N Scot,Silver,3000,7
4358006,11,64,1,A,M,Scottish,N Scot,Gold,6053.34,4
5314415,15,33,25,C,F,South East,London,Silver,2500,5
1181621,11,51,47,F,F,South East,S & S East,Tin,0.01,9
1045904,5,63,18,C,F,South East,S & S East,Gold,6000,4
4296713,13,54,32,D,F,Midlands,East,Silver,50.01,8
8459869,NA,57,NA,NA,NA,North,Yorkshire,Tin,0.01,5
2569600,8,53,30,D,NA,South East,S & S East,Tin,0.01,4
983539,6,55,8,B,F,South East,London,Silver,2000,1
2974778,10,32,35,D,F,North,N West,Tin,0.01,6
280949,14,70,38,E,F,South East,London,Gold,6000,5
1040707,4,40,48,F,F,South East,London,Tin,0.01,8
6874611,4,60,18,C,U,North,Yorkshire,Gold,5035.37,9
4076347,18,52,55,U,M,South East,S & S East,Tin,0.01,7
7347025,5,50,41,E,M,North,N West,Silver,50.01,8
2815394,5,32,7,B,M,South East,London,Tin,0.01,8
3101305,6,43,31,D,F,South East,London,Silver,1910.01,8
895020,11,77,27,D,M,North,N West,Gold,6000,23
302317,6,52,2,A,F,North,Yorkshire,Gold,16625,8
6226518,9,55,28,D,NA,North,Yorkshire,Silver,0.02,9
3283001,9,50,35,D,M,South East,London,Silver,3000,3
1983515,9,47,21,C,M,South East,London,Tin,0.01,8
1897214,13,72,25,C,F,North,Yorkshire,Gold,8700,8
8546312,8,28,47,F,U,Scottish,C Scotland,Gold,6000,10
8240979,7,65,12,B,F,North,Yorkshire,Gold,6000,11
7660204,15,59,28,D,F,Midlands,East,Platinum,30554.14,3
8141091,8,54,32,D,M,Scottish,C Scotland,Silver,3000.01,9
2176229,13,44,50,F,F,South East,London,Tin,0.01,5
2621291,12,35,10,B,F,South East,S & S East,Tin,0.01,4
6129420,7,45,28,D,F,Midlands,East,Tin,0.01,7
7096439,11,67,27,D,NA,South East,S & S East,Gold,6668.37,18
1297578,5,NA,15,B,M,North,N East,Silver,900,5
6994103,20,69,12,B,F,Midlands,Midlands,Gold,7899.74,4
4967797,10,56,51,F,F,South East,London,Gold,15000,4
2153153,11,66,18,C,U,South East,London,Silver,5000,3
232898,6,36,38,E,F,South East,London,Gold,6000,1
7085158,12,58,35,D,U,North,Yorkshire,Silver,1000,4
1885778,7,54,10,B,F,Scottish,C Scotland,Tin,0.01,5
1576085,4,NA,25,C,M,South East,S & S East,Gold,6053.35,5
5115887,6,52,52,F,F,Scottish,C Scotland,Tin,0.01,4
4442622,9,77,27,D,U,South West,S West,Gold,18053.35,21
1320639,3,33,4,A,M,North,Yorkshire,Silver,420,4
6835659,5,67,10,B,M,South East,London,Gold,8000,0
5441859,14,NA,4,A,F,North,N West,Tin,0.01,8
1246046,10,66,13,B,NA,South East,S & S East,Gold,6000,2
5287743,9,52,23,C,F,Midlands,East,Silver,4884.25,8
3709068,7,64,16,C,F,Scottish,C Scotland,Silver,3500,24
1005283,2,44,50,F,M,South East,London,Silver,300,2
3465882,5,48,52,F,U,Midlands,Wales & West,Silver,2000,9
7474246,18,44,22,C,M,South East,London,Tin,0.01,8
8981925,6,61,2,A,F,North,N West,Gold,6000,1
3312223,8,52,14,B,F,NA,NA,Tin,0.01,5
2338258,6,31,17,C,F,South East,S & S East,Silver,3664.59,6
7663619,11,57,19,C,NA,Midlands,Wales & West,Silver,3000,6
3041858,13,33,23,C,F,Midlands,East,Tin,0.01,4
3802869,11,65,NA,NA,F,North,N West,Silver,1000,8
1911728,NA,45,32,D,M,North,N West,Silver,360,11
7411297,14,51,5,B,NA,Midlands,Midlands,Silver,4537.2,16
4357008,6,49,27,D,F,South East,London,Tin,0.01,4
1579689,7,75,31,D,F,South East,London,Silver,1000,4
2939779,10,31,48,F,NA,South East,London,Tin,0.01,6
7803926,7,60,29,D,F,South East,London,Silver,3026.67,7
9841568,11,76,29,D,M,South East,London,Silver,600,5
3891894,3,51,12,B,F,South East,S & S East,Silver,800,13
4220792,6,45,33,D,M,Midlands,Wales & West,Tin,0.01,9
6444637,11,55,8,B,F,Midlands,Midlands,Silver,50,7
3244364,6,62,14,B,NA,Midlands,Midlands,Gold,18406.36,8
1971148,9,61,27,D,U,South East,London,Tin,0.01,6
5727454,10,61,NA,NA,F,Midlands,Ulster,Gold,7100,11
131863,7,52,3,A,NA,South East,London,Gold,9053.34,4
6130109,5,NA,4,A,NA,Midlands,Midlands,Tin,0.01,7
8586832,7,74,32,D,F,Midlands,Midlands,Gold,6315,5
2208913,5,59,8,B,F,Midlands,Midlands,Tin,0.01,5
1141052,7,45,25,C,F,Midlands,Midlands,Silver,3500,8
8158296,12,48,22,C,M,Midlands,Midlands,Tin,0.01,5
1581842,6,60,50,F,M,South East,London,Silver,2000,NA
1125955,8,46,27,D,F,South East,London,Silver,250,8
8712038,10,38,51,F,F,Midlands,Wales & West,Tin,0.01,9
9260745,7,69,6,B,M,South East,S & S East,Silver,3000,8
7438787,12,77,19,C,F,South East,London,Silver,2000,5
7711370,7,55,52,F,NA,North,N West,Tin,0.01,5
4801693,12,50,14,B,F,Midlands,Wales & West,Gold,6000,2
1060597,NA,39,19,C,M,Midlands,East,Tin,0.01,5
5555354,NA,49,38,E,F,South West,S West,Tin,0.01,8
2102786,6,33,47,F,M,Scottish,C Scotland,Tin,0.01,4
9101686,8,45,50,F,F,North,N West,Silver,4804.85,4
8132661,6,70,4,A,M,South East,London,Gold,12000,12
9271215,10,32,29,D,F,Midlands,Wales & West,Tin,0.01,8
3828723,10,60,8,B,F,Midlands,Wales & West,Silver,2000,5
8465042,7,25,NA,NA,U,Midlands,East,Tin,0.01,5
4359251,10,78,4,A,F,South East,London,Gold,9000,6
7722158,14,44,31,D,M,Midlands,Midlands,Tin,0.01,5
5198152,NA,46,24,C,F,North,N West,Tin,0.01,8
9456491,15,36,12,B,F,South East,S & S East,Silver,4400,4
7214116,9,30,27,D,M,Midlands,Wales & West,Silver,50,8
181912,11,42,51,F,F,Midlands,Midlands,Silver,1000,5
7991697,7,47,25,C,U,Midlands,East,Silver,4118.76,5
9428157,14,37,4,A,F,South East,London,Gold,6000,1
2660778,5,46,44,E,F,North,Yorkshire,Silver,2000,5
8260377,6,73,27,D,F,Midlands,Midlands,Silver,1000,5
8122829,9,38,21,C,NA,South East,London,Gold,6000,1
6970495,20,41,32,D,F,North,Yorkshire,Gold,6000,1
9490014,6,55,27,D,U,South East,London,Tin,0.01,4
4059244,4,49,49,F,NA,South East,S & S East,Gold,6000,2
1736717,9,54,12,B,F,Scottish,C Scotland,Gold,14500,5
7757201,9,57,10,B,M,Midlands,East,Silver,350,11
2006582,13,63,6,B,M,Midlands,East,Gold,10000,10
8913780,8,60,NA,NA,F,Midlands,Ulster,Silver,3000,8
9446175,15,65,2,A,F,Midlands,Wales & West,Gold,6000,6
1104317,10,73,44,E,NA,South East,S & S East,Tin,0.01,6
4483859,6,47,52,F,F,South West,S West,Silver,1200,11
9901713,8,70,16,C,M,North,N West,Platinum,20664.21,3
1425303,9,56,4,A,M,South East,London,Gold,6000.01,13
4916796,4,45,50,F,F,South East,London,Gold,14000,3
5655742,7,55,30,D,U,Midlands,East,Silver,2500,4
3521934,11,51,52,F,F,South East,London,Platinum,30300,8
8018702,5,53,53,F,F,Midlands,East,Tin,0.01,7
